pps_mean,pps,pps_var,bps,cpu_idle,rssi_mean,rssi_var,label
0.010497,117,0.000208,29833,26.6,-70.6,224.28,0
0.008338,172,0.000145,45982,30.78,-71.9,137.54,0
0.014516,113,0.000331,26933,34.38,-70.2,186.66,0
0.012133,118,0.000187,27893,30.33,-73.5,137.62,0
0.007972,156,0.000114,38942,26.48,-71,133,0
0.012204,117,0.000184,25287,30.01,-72.6,161.32,0
0.014838,111,0.00028,26867,34.24,-74.3,163.45,0
0.013734,209,0.000261,38130,60,-71.5,149.88,0
0.01419,289,0.000275,61463,85.17,-74.8,106.54,0
0.011639,141,0.000222,32216,35.11,-74.8,109.49,0
0.00849,241,0.000119,60815,43.12,-75.3,124.56,0
0.010661,154,0.000209,27823,35.12,-72.2,154.02,0
0.016825,123,0.000339,27217,43.52,-76.1,110.92,0
0.016045,118,0.000305,27776,39.97,-72.1,143.22,0
0.009885,161,0.000201,28104,33.98,-69.2,187.89,0
0.011034,130,0.000235,27302,30.06,-73.5,149.13,0
0.018451,79,0.000329,19321,30.27,-73.4,185.92,0
0.016695,88,0.000353,18848,30.38,-72.1,150.77,0
0.018799,85,0.000318,18976,34.85,-68.7,154.32,0
0.011863,104,0.000245,24007,25.7,-72,139.65,0
0.01819,68,0.000293,14590,25.48,-69.6,136.51,0
0.013172,129,0.000318,28420,36.97,-70.4,179.07,0
0.017573,219,0.000326,50313,79.03,-70.2,182.91,0
0.014018,204,0.000245,48889,59.9,-72.1,147.32,0
0.009546,129,0.000246,30773,26.5,-63.3,112.87,0
0.014051,401,0.000227,103342,117.65,-69.8,150.16,0
0.012747,941,0.000249,225576,249.84,-68.9,171.89,0
0.015409,304,0.000269,61831,96.27,-69.8,208.41,0
0.016424,138,0.000305,29778,46.67,-68.6,203.42,0
0.020187,102,0.000347,25154,42.12,-71.3,205.26,0
0.017921,326,0.000317,74310,120.07,-69.5,197.32,0
0.017065,264,0.000275,54773,92.86,-71.1,174.42,0
0.01506,293,0.000263,65188,91.26,-72.9,152.35,0
0.013239,93,0.000187,22571,25.19,-73,124.38,0
0.011205,110,0.000179,31474,25.55,-70.5,168.36,0
0.008075,152,0.000104,35203,25.81,-70.3,170.95,0
0.010593,174,0.000135,47421,38.49,-69.8,199.68,0
0.009889,125,0.00014,31512,25.99,-69.2,172.83,0
0.016912,73,0.000284,22025,25.09,-69.1,228.11,0
0.012445,99,0.000241,25898,25.31,-65.5,210.39,0
0.01371,90,0.000255,19091,25.42,-61.1,324.41,0
0.014947,83,0.000206,22044,25.4,-69.2,260.84,0
0.013396,92,0.000204,19856,25.22,-71.8,217.86,0
0.014048,89,0.000168,26102,25.54,-72.8,139.81,0
0.012869,112,0.000151,29489,30.34,-71.3,199.43,0
0.012358,100,0.000183,29339,25.54,-71,128.68,0
0.011077,129,0.000233,36583,29.97,-73.5,135.54,0
0.014989,86,0.00032,19125,26.52,-66.8,141.2,0
0.014764,94,0.000328,33082,28.86,-70.7,133.7,0
0.009567,127,0.000151,39775,25.41,-73.6,93.88,0
0.009291,132,0.000159,37426,25.54,-70,116.51,0
0.012444,99,0.000211,22450,25.76,-72.7,150.82,0
0.008774,140,0.000174,27472,25.71,-68.9,149.87,0
0.01448,85,0.000304,18353,25.2,-74.3,148.9,0
0.009045,159,0.000129,42518,30.21,-72.9,120.41,0
0.013956,88,0.000172,30750,25.68,-72.6,142.98,0
0.013191,95,0.000208,22210,25.81,-72,131.9,0
0.010691,118,0.000226,29126,26.18,-71.5,106.52,0
0.011412,105,0.000222,26105,25.01,-72.4,135.14,0
0.00991,153,0.000131,49589,31.88,-75.2,118.11,0
0.007641,175,0.000121,52250,28.18,-73.9,128.17,0
0.013523,91,0.000223,22991,26.27,-76,155.63,0
0.011829,104,0.000141,25180,26.09,-75.2,147.46,0
0.012271,100,0.00025,21949,26.18,-70.1,149.26,0
0.008792,140,0.000168,27259,25.69,-64.5,122.16,0
0.01273,98,0.000199,21141,25.5,-71,166.56,0
0.008447,144,0.000117,24463,26.03,-61.8,185.44,0
0.017982,72,0.000245,15991,26.12,-68.2,203.32,0
0.014353,85,0.000233,18485,24.69,-72.2,214.58,0
0.018337,66,0.000281,15640,24.6,-70.2,179.66,0
0.015286,81,0.000309,15254,25.24,-65.2,205.84,0
0.015975,91,0.000229,22758,30.25,-73.5,154.78,0
0.016653,74,0.000302,18233,25.73,-70.9,151.55,0
0.01298,95,0.000217,21825,25.2,-70.5,168.23,0
0.014168,88,0.000232,21085,25.82,-76.1,154.86,0
0.01563,78,0.000223,18052,25.04,-73.3,142.23,0
0.016815,73,0.00024,17811,25.05,-70.8,193,0
0.011498,107,0.000206,23899,25.42,-70,125.38,0
0.011181,110,0.000184,24735,26.03,-72.2,145.71,0
0.013117,94,0.000256,20680,26.3,-68.8,187.69,0
0.016945,74,0.000275,17037,25.75,-75,141.55,0
0.011906,104,0.000199,24910,25.66,-72.6,142.31,0
0.014318,99,0.000229,26941,29.64,-75.2,152.31,0
0.015235,109,0.000259,25780,34.24,-73,142.96,0
0.014954,82,0.000243,20144,25.24,-73.7,124.03,0
0.011798,105,0.000186,23860,25.95,-71.1,132.31,0
0.012423,99,0.000244,26439,25.37,-73.2,145.42,0
0.009928,123,0.000126,29891,25.69,-74.3,169.17,0
0.0125,101,0.000175,24015,26.11,-76.2,161.77,0
0.009267,130,0.000121,33667,25.23,-72.1,194.53,0
0.014478,85,0.000146,23236,25.6,-72.6,171.57,0
0.011761,105,0.000171,23195,25.57,-74.7,140.78,0
0.01352,121,0.000167,27373,33.82,-73,129.07,0
0.01029,140,0.000142,26404,30.45,-71.7,97.87,0
0.013916,88,0.000228,21109,26.18,-73,102.58,0
0.013344,93,0.000228,23936,25.84,-73,129.39,0
0.018221,67,0.000286,16769,24.96,-71.3,96.59,0
0.01104,112,0.000167,33237,26.76,-70.8,126.74,0
0.012457,99,0.000181,31140,25.99,-71.3,90.95,0
0.012467,132,0.000194,39223,34.33,-71.2,113.92,0
0.009853,124,0.000242,17599,25.68,-73.4,91.48,0
0.00693,176,0.00007,48642,25.94,-74,93.39,0
0.009198,134,0.000112,39933,25.83,-72.8,126.86,0
0.018728,66,0.000316,15176,25.14,-72.1,191.05,0
0.013488,91,0.000289,17350,25.51,-66.8,208.48,0
0.013745,90,0.000362,21515,25.21,-73.1,145.17,0
0.007976,156,0.000163,41098,26.08,-70.3,103.3,0
0.017525,82,0.000279,23419,29.58,-69.3,127.22,0
0.017148,72,0.000307,15606,25.28,-68.7,138.5,0
0.016277,77,0.00025,18982,25.76,-72.8,137.63,0
0.014521,84,0.000219,20924,25.3,-70,160.44,0
0.017964,68,0.000304,17152,26.09,-67.2,125.05,0
0.021891,57,0.000354,11352,25.6,-65.4,130.03,0
0.01593,77,0.000255,15721,25.54,-71.1,149.34,0
0.014339,87,0.000263,14444,26.72,-66.5,168.11,0
0.018403,78,0.000324,18996,29.56,-68.4,216.59,0
0.012449,115,0.000166,23978,30.15,-72.8,161.1,0
0.018504,67,0.000314,15064,26.29,-68.2,217.64,0
0.007242,169,0.000083,32549,26.37,-71.4,144.92,0
0.008938,137,0.000112,21363,26.33,-71.6,161.15,0
0.012124,119,0.00019,25706,30.43,-74.9,134.46,0
0.010152,161,0.000142,35991,34.31,-74.9,127.47,0
0.008311,199,0.000091,40570,35.05,-74.1,168.15,0
0.007778,158,0.000074,21448,25.86,-76.6,156.31,0
0.009797,125,0.000096,23034,25.48,-76.7,165.95,0
0.010156,121,0.000124,23195,25.5,-74.8,179.41,0
0.006963,177,0.000065,35084,26.28,-74.7,146.81,0
0.007093,174,0.000088,29039,26.72,-75.4,136.25,0
0.007692,160,0.000105,19239,25.98,-79.4,147.46,0
0.007982,153,0.0001,28154,25.68,-77.9,173.06,0
0.009808,152,0.000155,26057,31.2,-72.5,191.72,0
0.015078,78,0.000251,16307,24.33,-72.2,210.08,0
0.011138,110,0.000124,18433,25.3,-73,166.98,0
0.014146,88,0.000211,18221,25.69,-72,175.25,0
0.012888,96,0.000215,19036,26.2,-70.1,256.35,0
0.014231,273,0.000224,51259,80.19,-73.3,194.98,0
0.012854,96,0.0002,16414,25.46,-71.9,230.84,0
0.015894,78,0.000305,17223,25.35,-65.9,167.42,0
0.021173,61,0.000379,19955,25.98,-68.2,148.21,0
0.016433,72,0.000225,19896,24.18,-73.2,206.44,0
0.013203,94,0.000239,14065,25.25,-67.6,372.44,0
0.009658,128,0.000158,23970,25.9,-73.1,238.2,0
0.010391,138,0.00016,22850,29.92,-73.7,199.68,0
0.021266,58,0.000357,13375,24.86,-70.4,193.28,0
0.014524,99,0.000231,23850,29.99,-67.3,276.22,0
0.013578,91,0.000179,17442,25.52,-72.2,231.16,0
0.011317,109,0.000211,26402,25.7,-71.3,158.4,0
0.016829,86,0.000262,18621,29.67,-70.3,222.61,0
0.016229,76,0.000234,14817,25.13,-69.5,234.01,0
0.009658,150,0.000182,31655,29.97,-72.6,191.4,0
0.009479,129,0.000173,32323,25.63,-69.9,148.2,0
0.020648,80,0.000322,17091,33.44,-67.8,231.08,0
0.014645,86,0.000271,18267,25.85,-70.7,276.05,0
0.016563,73,0.000317,15375,24.75,-65.4,163,0
0.019341,64,0.0003,15188,25.27,-69.9,185.4,0
0.01701,85,0.000218,22424,29.46,-71.2,206.5,0
0.017294,71,0.000305,13124,25.49,-64.7,273.4,0
0.012266,134,0.000203,28199,34.08,-72.7,157.6,0
0.01637,91,0.000308,19297,30.42,-72,167.27,0
0.015566,103,0.0003,18326,32.91,-67,295.11,0
0.01539,93,0.000241,20729,29.48,-68,201.87,0
0.015936,80,0.000254,17149,26.05,-65.9,269.9,0
0.015475,104,0.000276,22638,32.85,-67.6,298.7,0
0.017054,85,0.000249,18606,29.53,-71,239.63,0
0.016301,89,0.000255,19986,29.4,-69.5,249.44,0
0.014314,115,0.000258,26746,34.34,-68.7,242.47,0
0.015986,77,0.000235,14580,25.23,-73.6,189.6,0
0.019113,65,0.000309,14559,25.1,-69.6,242.4,0
0.009248,134,0.000204,32157,25.96,-68.7,136.67,0
0.018899,65,0.00029,15908,25.26,-69.1,171.07,0
0.01665,74,0.000279,14591,26.11,-72.4,196.89,0
0.01522,81,0.000287,14559,25.12,-72.4,248.27,0
0.008845,162,0.000134,30693,30.08,-74.6,200.58,0
0.011804,139,0.000191,28702,33.91,-73.8,192.33,0
0.012612,146,0.000242,33362,38.03,-68.4,178.97,0
0.013178,109,0.000223,22551,29.42,-72.7,224.25,0
0.008536,169,0.000186,28766,31.25,-76,190.11,0
0.013998,88,0.000223,13303,25.2,-69.9,249.45,0
0.015851,143,0.000263,28049,46.94,-66.5,211.97,0
0.014513,85,0.000261,19461,26.04,-67.8,210.75,0
0.010308,160,0.000168,30497,34.02,-72.6,182.42,0
0.015945,107,0.000294,21075,34.82,-73.2,156.18,0
0.014349,100,0.00032,23110,29.64,-73.7,104.46,0
0.017005,82,0.000287,20888,28.45,-69.1,164.66,0
0.010921,136,0.000209,35655,30.94,-67.7,110.93,0
0.012099,116,0.000272,25902,29.07,-68.4,110.66,0
0.012346,165,0.000173,35732,42.08,-70,169.27,0
0.013512,122,0.000234,34289,34.09,-71.8,178.56,0
0.013636,91,0.000198,19236,26.05,-66.2,216.16,0
0.011078,129,0.000198,27675,29.92,-63.6,459.44,0
0.01156,124,0.000243,30227,30.16,-63.7,267.68,0
0.014454,85,0.000299,21090,25.12,-68.1,376.57,0
0.012717,113,0.000235,26195,30.62,-72.3,168.17,0
0.010394,138,0.000194,26110,29.65,-68.7,310.44,0
0.016459,88,0.000233,19614,29.54,-70.2,232.12,0
0.012583,98,0.000153,19972,25.33,-65.8,576.39,0
0.01277,97,0.000273,20727,26.25,-62,572.14,0
0.014807,84,0.000275,22407,25.51,-55,761.22,0
0.012294,99,0.000182,23257,24.84,-61.4,523.58,0
0.009062,136,0.000139,23689,25.59,-69.5,487.72,0
0.00788,156,0.000124,22242,26.21,-68.1,286.04,0
0.012241,101,0.000195,18941,25.31,-65.4,394.3,0
0.016473,75,0.000272,17574,25.49,-64.8,223.83,0
0.015431,107,0.000256,26148,34.39,-70.4,183.82,0
0.011459,304,0.000173,55202,72.24,-74.1,197.39,0
0.00826,151,0.000147,33385,26.15,-71.4,158.94,0
0.018173,67,0.000247,14966,24.72,-69.7,195.25,0
0.015239,81,0.000186,19336,25.21,-73.7,188.46,0
0.015566,80,0.000222,18309,25.43,-67.6,261.09,0
0.017252,83,0.000277,18820,29.27,-69.1,261.75,0
0.010827,132,0.000237,28959,29.81,-67.9,148.11,0
0.016744,87,0.000275,21499,29.72,-69.9,250.95,0
0.007668,158,0.000106,35215,25.37,-70.3,194.75,0
0.015912,78,0.000201,18328,25.58,-73.4,203.87,0
0.010819,133,0.000179,30930,29.97,-69.3,203.15,0
0.015648,79,0.000247,21071,25.08,-72.1,161.33,0
0.010948,172,0.000169,42794,39.2,-70.7,132.78,0
0.01009,119,0.00018,24689,25.07,-70.6,194.94,0
0.011051,204,0.000174,46516,48.02,-68.4,235.47,0
0.01663,87,0.000241,21698,29.74,-70.6,139.5,0
0.018205,68,0.000321,15916,25.09,-73.8,143.44,0
0.011833,105,0.000234,23343,25.66,-72.1,118.02,0
0.015957,90,0.000235,20307,29.16,-75.9,98.24,0
0.014539,88,0.000227,19703,26.32,-76,139.06,0
0.018402,65,0.000266,14491,24.46,-71.4,128.44,0
0.018317,68,0.000275,15500,25.41,-71.9,98.77,0
0.019174,64,0.00027,15528,25,-72.2,102.81,0
0.012345,117,0.000185,26299,29.71,-73,121.83,0
0.009647,171,0.000153,28739,35.08,-76.9,128.32,0
0.019653,73,0.000276,18600,29.24,-74.2,107.68,0
0.012329,116,0.000232,26274,29.59,-72.1,95.32,0
0.018249,85,0.000304,21989,31.54,-75.1,111.46,0
0.020208,66,0.000277,15539,27.37,-72,122.85,0
0.011143,129,0.000214,29700,29.92,-70.9,140.43,0
0.0104,118,0.000172,30016,25.88,-71.1,87.84,0
0.011619,106,0.000214,24938,25.63,-73,112.85,0
0.013664,106,0.000246,23939,30.04,-69.7,171.28,0
0.012634,99,0.000239,24069,26,-70.7,88.44,0
0.02201,65,0.000239,16572,29.08,-72.3,123.18,0
0.016731,74,0.000235,16729,25.06,-72.1,132.66,0
0.019232,75,0.000299,18097,29.23,-72.1,98.64,0
0.015756,79,0.000221,17976,25.58,-70.6,124.03,0
0.020802,69,0.000324,16787,29.01,-72.9,117.92,0
0.012842,112,0.000353,22534,29.5,-67.2,137.54,0
0.014805,84,0.000314,19552,25.57,-71.8,105.28,0
0.016645,74,0.000287,17872,25.19,-73.7,108.6,0
0.014684,98,0.00017,21373,29.51,-74.4,117.61,0
0.015061,96,0.000182,23265,29.56,-74.3,119.2,0
0.013183,109,0.000237,24960,29.69,-71.4,101.94,0
0.014452,86,0.000196,16875,25.6,-75.7,145.2,0
0.01767,69,0.000278,15720,24.66,-71.4,91.49,0
0.014555,103,0.00028,18266,31.39,-66.1,239.49,0
0.020975,57,0.000327,15018,23.98,-68.1,172.63,0
0.02302,63,0.000297,16422,29.82,-69.6,180.14,0
0.010536,136,0.000209,31220,29.86,-69.1,126.33,0
0.014065,104,0.000264,27225,30.79,-71.3,120.79,0
0.01477,110,0.000217,23301,33.54,-71.5,118.23,0
0.008241,173,0.000132,39571,30.08,-70.2,99.69,0
0.015136,83,0.00027,20560,25.67,-72.2,143.41,0
0.013905,117,0.000238,30255,33.34,-72.1,145.6,0
0.013794,93,0.000222,18191,26.39,-67.1,245.61,0
0.014888,94,0.000246,21347,28.62,-68.2,214.42,0
0.017753,69,0.000306,16756,24.74,-68.8,188.84,0
0.016965,97,0.000271,19907,34.35,-63.3,212.38,0
0.01661,76,0.000235,18007,25.57,-69.3,134.69,0
0.011453,106,0.000213,20281,24.98,-66,328.39,0
0.018813,66,0.000322,14477,25.33,-73.8,179.58,0
0.019135,75,0.000279,18043,29.35,-68.7,152,0
0.016286,76,0.000268,14592,25.22,-63.4,244.8,0
0.018482,67,0.000269,14495,25.27,-67.4,196.06,0
0.01494,98,0.000256,25135,29.87,-68.5,143.23,0
0.018209,90,0.000253,21276,33.56,-69.5,159.09,0
0.015547,80,0.000169,24518,25.59,-70.8,189.34,0
0.026588,54,0.000415,14921,29.21,-68.9,170.13,0
0.022379,56,0.000264,13949,26,-66.7,161.23,0
0.025739,48,0.000466,10740,24.85,-68,133.02,0
0.019876,73,0.000272,17709,29.35,-67.8,194.68,0
0.017101,84,0.000289,21006,29.28,-67.9,152.76,0
0.019085,76,0.000297,17199,29.31,-67.1,165.44,0
0.015662,92,0.000247,23146,29.59,-68.2,138.39,0
0.017459,83,0.000264,20105,29.36,-69,194.99,0
0.018325,90,0.00032,24093,33.76,-71,155.74,0
0.016585,87,0.000229,20221,29.39,-71,138.16,0
0.017847,81,0.000286,18326,29.39,-66,187.33,0
0.014742,98,0.000171,24118,29.43,-70.7,165.64,0
0.015884,78,0.000274,18787,25.28,-69.2,168.31,0
0.01193,120,0.000148,26969,29.62,-64,225.71,0
0.015385,107,0.000211,25349,33.71,-68.8,159.66,0
0.010515,156,0.000157,33206,34.04,-71.7,135.83,0
0.015162,81,0.000162,17258,25.08,-70.6,146.61,0
0.015008,83,0.000274,20565,25.31,-69.3,106.8,0
0.012017,103,0.00016,24249,25.31,-71,134.24,0
0.018906,66,0.000268,14828,25.35,-69.9,156.08,0
0.011961,105,0.00023,22558,26.04,-68.8,128.36,0
0.016946,71,0.000342,17454,24.91,-70.5,159.66,0
0.017468,71,0.000317,17461,25.88,-69.9,128.8,0
0.026357,55,0.000419,13979,29.78,-68.3,125.89,0
0.033741,44,0.00039,11532,30.38,-65.4,179.6,0
0.016665,97,0.000311,22931,34.85,-68.6,142.15,0
0.01799,69,0.000348,16192,25.84,-70.5,192.6,0
0.018866,66,0.000269,17726,24.98,-71.8,212.43,0
0.010181,143,0.000197,33832,30.29,-70.3,157.01,0
0.02054,60,0.000344,13755,24.83,-66.8,240.89,0
0.013208,94,0.000376,20746,26.57,-64.3,211.04,0
0.015651,92,0.000229,23906,30.29,-70.4,180.54,0
0.017005,98,0.000346,20755,34.83,-67.2,262.66,0
0.01444,98,0.000323,21056,29.39,-62.8,237.82,0
0.021324,60,0.000459,15548,26.06,-65.8,188.36,0
0.021937,55,0.000305,14088,24.66,-69.5,234.03,0
0.015087,96,0.00026,20588,29.99,-65.9,300.93,0
0.015408,120,0.000305,26018,39.05,-66.3,257.16,0
0.018761,69,0.000297,16514,26.39,-70.1,229.4,0
0.015364,77,0.000266,14351,24.07,-62.9,286.51,0
0.014794,84,0.000207,20707,25.81,-70.7,244.39,0
0.010445,138,0.000203,30767,31.74,-67.6,358.23,0
0.01145,112,0.000233,27126,26.39,-66.9,238.69,0
0.008149,146,0.000128,33642,25.51,-70.6,191.09,0
0.01237,116,0.000161,27354,30.73,-69.3,153.76,0
0.013352,93,0.00019,17951,27.19,-67.7,221.62,0
0.017271,73,0.000303,17149,26.74,-70.5,124.77,0
0.010212,118,0.000161,25483,24.97,-73.1,93.35,0
0.013846,89,0.000238,20240,26.38,-70.2,87.68,0
0.011916,104,0.000201,27740,25.58,-70.9,67.6,0
0.013485,109,0.000258,27271,30.26,-70.3,104.99,0
0.016391,99,0.000363,23253,34.09,-69.9,170.21,0
0.014392,99,0.000223,18222,29.79,-66.3,262.19,0
0.014222,87,0.000185,20118,25.54,-69.4,328.4,0
0.007505,195,0.000121,41765,31.67,-63.7,461.19,0
0.008537,142,0.000249,28609,25.61,-65.9,267.89,0
0.012334,100,0.000214,17503,26.13,-64.9,194.29,0
0.01808,91,0.000251,19826,33.49,-67.8,272.6,0
0.0147,84,0.000191,17543,25.62,-66,316.38,0
0.017631,84,0.000248,18492,30.6,-65.2,281.16,0
0.013574,118,0.000241,25641,33.57,-64.6,250.67,0
0.010578,116,0.000179,22691,25.5,-61.1,273.98,0
0.016564,261,0.000336,59075,89.83,-65.9,217.06,0
0.014017,87,0.0002,19971,25.95,-69.5,125.01,0
0.01715,72,0.000266,15724,26.87,-69.4,238,0
0.018408,104,0.000348,25487,39.85,-73.4,244.55,0
0.026324,45,0.000555,11151,23.82,-72.3,214.71,0
0.014456,86,0.000317,19626,25.72,-69.6,219.35,0
0.014451,100,0.000368,22255,30.53,-67.1,167.09,0
0.015687,93,0.000457,17043,29.87,-66.9,227.92,0
0.013186,140,0.000285,29611,38.68,-67.3,191.21,0
0.017525,104,0.000295,24255,38.13,-70.4,186.67,0
0.014062,117,0.000297,24535,34.99,-73.1,135.53,0
0.017347,95,0.000326,18952,33.94,-66.9,289.75,0
0.011621,142,0.00017,32583,36.1,-77,175.95,0
0.010118,163,0.000129,32606,35.87,-77,154.5,0
0.008889,166,0.000165,36000,31.06,-72,264.34,0
0.0121,134,0.000121,33023,33.63,-78.7,169.7,0
0.028655,50,0.000427,11629,29.18,-70.8,136.92,0
0.020612,92,0.000462,18238,39.28,-66.6,255,0
0.012728,174,0.000311,38049,47.5,-67.4,203.18,0
0.014174,102,0.000334,19926,29.92,-65.5,197.35,0
0.019336,86,0.000404,19782,34.17,-63.8,219.1,0
0.021907,56,0.000388,12159,25.41,-72.2,157.97,0
0.014297,86,0.000334,20458,25.61,-67.7,135.96,0
0.021293,68,0.000354,14232,29.87,-71.8,174.6,0
0.018705,77,0.000317,16325,29.81,-68.7,181.83,0
0.020187,102,0.00051,24766,42.6,-67.3,173.94,0
0.014871,97,0.000325,22760,30.18,-68.9,140.14,0
0.018931,66,0.000349,15238,25.94,-69.8,280.05,0
0.019634,63,0.000379,14115,25.65,-68.3,230.76,0
0.0263,63,0.000421,15066,33.85,-70.9,170.4,0
0.012173,119,0.000233,25263,30.66,-71.8,165.53,0
0.020654,60,0.00041,14463,25.68,-69.5,206.15,0
0.007817,216,0.000186,48756,35.43,-67.7,103.48,0
0.024957,48,0.000546,10387,24.9,-65.2,176.74,0
0.011955,120,0.00023,24293,30.1,-64.8,170.41,0
0.015088,95,0.000351,15782,29.45,-63.7,296.33,0
0.02797,52,0.000424,11550,29.48,-65.4,163.54,0
0.021578,67,0.000404,14498,29.66,-66.4,164.63,0
0.01208,136,0.000271,29618,34.23,-67,127.75,0
0.020428,82,0.000491,16796,34.26,-64.1,210.3,0
0.012572,96,0.000303,17939,25.64,-66.8,132.14,0
0.015846,91,0.000401,20314,29.29,-67.7,171.91,0
0.02257,55,0.000447,12230,25.02,-68.3,132.58,0
0.018304,90,0.000394,19815,34.34,-68.9,157.97,0
0.018266,79,0.000363,17349,29.13,-68.6,205.21,0
0.019045,98,0.00042,21753,37.89,-67.3,176.2,0
0.030127,55,0.000501,12199,33.76,-65.2,196.38,0
0.021522,77,0.0004,16483,33.61,-69.1,225.86,0
0.017974,103,0.000383,16883,38.44,-64.9,320.12,0
0.018466,89,0.000393,20601,33.94,-65.1,142.66,0
0.017749,82,0.000406,16298,30.33,-67.7,250.21,0
0.024236,68,0.000446,14546,33.51,-66.6,207.63,0
0.021265,65,0.000529,14901,29.13,-65,143.68,0
0.028388,53,0.000617,11405,31.76,-64.8,253.28,0
0.011317,127,0.000232,29161,30.05,-70.7,245.36,0
0.019124,77,0.000491,13583,30.35,-60.6,203.87,0
0.023601,60,0.000419,15460,29.28,-71.2,120.29,0
0.016533,88,0.00053,14019,30.48,-64.1,170.09,0
0.020881,60,0.000419,9898,26.54,-64.9,221.08,0
0.015607,107,0.000412,22933,34.77,-70.9,97.06,0
0.023674,68,0.00043,14004,33.15,-72.2,147.28,0
0.028083,52,0.000732,11514,30.31,-66.6,159.73,0
0.024647,59,0.000534,12917,30.35,-71.7,97.04,0
0.016532,88,0.000335,22188,30.09,-72.8,84.82,0
0.016144,100,0.000278,16778,33.41,-66.9,244.43,0
0.025785,56,0.000542,12243,29.46,-73.7,129.47,0
0.021441,77,0.000635,18363,34.62,-70.9,90.19,0
0.018708,88,0.000433,16914,33.48,-70,240.41,0
0.021726,67,0.000359,14629,29.77,-72.1,182.92,0
0.030658,41,0.000904,8647,25.11,-69.6,125.11,0
0.019253,75,0.000433,16915,29.86,-71,202.16,0
0.019803,94,0.000498,20482,38.27,-70.2,199,0
0.019892,83,0.000475,19089,33.59,-68.1,129.27,0
0.017847,81,0.000328,17835,29.44,-71,170.89,0
0.023065,63,0.000492,13439,30.36,-67.2,236.96,0
0.018985,87,0.000273,16223,33.58,-76.8,212.73,0
0.018448,78,0.000359,16427,29.62,-74.1,148.82,0
0.01493,151,0.000296,32073,46.62,-73.7,168.98,0
0.021492,68,0.000346,13211,29.49,-69,263.88,0
0.017529,70,0.000315,15577,24.91,-71.1,184.51,0
0.02092,60,0.000358,13108,25.98,-72.9,236.63,0
0.021061,58,0.000285,12822,24.66,-72.6,187.56,0
0.018143,71,0.000525,15639,26.22,-72.2,163.16,0
0.025568,47,0.000455,9220,24.19,-70.1,198.87,0
0.020868,80,0.00034,17914,34.74,-72.5,156.77,0
0.016694,87,0.000327,14193,30.43,-66.4,226.55,0
0.016227,355,0.00034,84240,119.93,-71.4,139.8,0
0.027502,51,0.000661,11923,28.97,-69.3,155.73,0
0.016979,97,0.000318,17757,35.09,-73.1,210.95,0
0.018639,67,0.000334,14219,26.47,-73.8,214.57,0
0.012434,118,0.00031,22984,31.86,-69.6,83.55,0
0.022083,175,0.000428,37396,79.78,-71.7,171.67,0
0.016329,77,0.00029,17323,26.03,-72.6,164.44,0
0.016451,86,0.00036,15005,29.58,-66.8,264.99,0
0.023238,54,0.000616,12403,25.32,-70.9,139.91,0
0.019271,75,0.000412,17642,29.49,-70.9,135.1,0
0.0151,95,0.000385,19915,30.26,-69.9,95.06,0
0.016297,79,0.000513,14886,26.54,-68.4,296.78,0
0.019068,73,0.000269,16021,28.33,-74.6,173.79,0
0.012955,112,0.000232,17402,30.81,-65.3,307.89,0
0.019664,125,0.000356,31331,51.22,-70.5,117.1,0
0.016032,103,0.000357,23835,35.35,-72.6,126.53,0
0.014735,111,0.000322,26937,33.66,-72.7,111.79,0
0.017068,86,0.000338,18613,30.43,-68.1,140.42,0
0.014725,100,0.000278,22427,30.83,-70.7,185.46,0
0.019415,82,0.000416,17326,32.54,-71.9,186.5,0
0.022583,55,0.000289,13035,26.05,-73.7,126.93,0
0.018736,66,0.000328,14037,25.51,-69.8,205.6,0
0.015148,84,0.000321,18246,26.21,-70.3,121.84,0
0.015723,89,0.000347,20211,28.76,-72.6,131.03,0
0.019732,63,0.000502,10894,26.06,-62.1,135.32,0
0.023427,62,0.000595,12215,30.43,-64.7,176.73,0
0.014474,99,0.000269,21819,30.32,-72.1,100.97,0
0.02695,54,0.00061,12337,30.47,-68.8,135.06,0
0.014061,102,0.000292,20525,30.1,-67.8,199.65,0
0.015726,79,0.000422,17691,25.59,-70.5,196.63,0
0.018578,69,0.000339,15098,26.25,-69,206.16,0
0.012627,111,0.000342,22758,29.51,-68.4,149.58,0
0.016513,87,0.000338,15762,29.98,-67.4,257.99,0
0.020575,71,0.000353,14604,30.43,-64.8,217.55,0
0.016896,99,0.000318,21982,34.29,-69.2,142.38,0
0.015278,78,0.00035,16459,24.3,-66.9,133.3,0
0.015164,82,0.00037,19452,26.05,-67,116.29,0
0.021026,59,0.000371,10841,25.72,-69.2,183.51,0
0.0181,91,0.000374,16832,34.54,-64.4,184.33,0
0.015289,85,0.000365,17210,26.56,-67.7,236.2,0
0.014822,79,0.000357,17162,24.24,-66.3,212.59,0
0.013531,107,0.000249,24588,29.84,-72.5,272.08,0
0.010507,136,0.000271,26895,30.67,-65.5,190.22,0
0.01642,88,0.000421,15603,30.09,-64.5,283.2,0
0.014008,88,0.000298,11988,25.91,-63.1,353.58,0
0.011899,103,0.000308,20499,25.89,-63.8,204.06,0
0.018822,88,0.000318,20396,34.44,-73.9,184.49,0
0.020386,72,0.000601,11078,30.71,-64.3,191.8,0
