pps_mean,pps,pps_var,bps,cpu_idle,rssi_mean,rssi_var,label
0.026811,53,0.000494,11645,28.51,-68.5,149.83,0
0.014653,98,0.000295,23930,29.52,-69.8,88.19,0
0.020042,63,0.000424,13923,26.11,-67.4,141.76,0
0.016807,73,0.000333,15995,25.82,-71.8,203.12,0
0.019122,64,0.000359,13265,25.59,-69,221.22,0
0.024708,50,0.000391,10797,25.3,-68,158.32,0
0.018209,91,0.000335,20663,34.57,-70.3,226.6,0
0.016457,89,0.000415,15737,30.51,-66.4,204.04,0
0.009291,128,0.000186,27170,24.84,-66,159.9,0
0.021557,67,0.000333,14310,30.03,-70.4,235.23,0
0.015823,91,0.000397,16221,29.49,-63.9,298.01,0
0.01972,74,0.000487,18521,31.01,-66.4,110.23,0
0.021304,77,0.000362,17966,33.98,-70.1,173,0
0.01203,120,0.000233,22365,30.83,-66.5,213.82,0
0.020226,61,0.000416,10468,26.07,-64,209.39,0
0.012287,119,0.000255,27333,31.62,-67,117.49,0
0.018204,69,0.000422,16635,25.9,-69.6,189.65,0
0.014207,84,0.000212,16191,24.68,-64.8,243.4,0
0.019823,73,0.000482,12704,30.68,-63.8,200.93,0
0.015434,95,0.000345,18863,30.2,-65.6,213.02,0
0.021762,55,0.000673,11404,24.19,-64.5,204.58,0
0.015041,82,0.000307,16368,26.16,-64,154.82,0
0.024746,75,0.000379,16368,38.16,-62.3,193.12,0
0.024493,59,0.000417,12964,29.84,-65,200.07,0
0.007069,174,0.000177,34764,26.13,-57.8,121.66,0
0.015216,82,0.000237,14149,26.01,-62.9,256.52,0
0.021417,58,0.00035,13730,25.28,-68.4,222.97,0
0.024942,50,0.000296,11540,25.3,-66.6,190.71,0
0.023405,55,0.000441,12925,26.17,-66.5,205.6,0
0.023317,69,0.000352,14714,32.97,-65.2,210.48,0
0.012017,102,0.0003,22836,26.15,-67.6,162.87,0
0.023932,61,0.000322,13724,30.09,-68.7,226.05,0
0.013099,94,0.000329,21342,26.74,-66.4,144.85,0
0.024929,68,0.000296,14925,34.91,-68.6,211.42,0
0.021737,65,0.000324,16490,29.01,-67.6,165.17,0
0.019382,74,0.000348,17386,29.77,-66.6,205.64,0
0.024499,51,0.000463,12215,25.68,-65.8,199.31,0
0.032331,45,0.000496,9514,29.25,-61.6,155.48,0
0.027348,46,0.000514,10978,25.38,-63.8,178.62,0
0.021157,68,0.000261,15583,29.7,-65.9,176.04,0
0.019335,75,0.000296,17061,29.37,-67.2,175.13,0
0.01785,80,0.000334,18703,29.17,-66.8,200.3,0
0.022634,64,0.000371,15158,29.99,-67.6,257.83,0
0.024443,68,0.000443,17076,33.87,-67.9,213.48,0
0.015664,104,0.000327,25900,33.32,-68.8,186.05,0
0.024679,59,0.000412,12225,29.88,-64.6,224.98,0
0.019154,64,0.000303,11237,24.83,-64.8,296.99,0
0.019656,63,0.000408,13392,25,-61.6,229.18,0
0.01672,74,0.000369,14204,26.2,-67,189.63,0
0.018931,87,0.000385,18340,33.5,-65.5,203.47,0
0.024502,59,0.000376,17030,29.16,-69.6,239.23,0
0.013732,120,0.000299,27141,33.87,-68.8,144.73,0
0.01551,93,0.000334,20138,30.11,-68.5,174.31,0
0.017877,69,0.00036,13624,26.08,-64.5,271.55,0
0.016735,86,0.000352,19774,29.43,-67.9,180.93,0
0.015828,104,0.000445,20967,33.93,-64.3,244.34,0
0.013954,117,0.000301,24620,33.45,-66.9,219.49,0
0.022603,64,0.000374,11947,29.56,-65.5,262.94,0
0.01925,75,0.000322,17026,29.4,-65.1,240.2,0
0.019875,74,0.000316,22211,30.39,-68.5,273.44,0
0.025495,56,0.000375,10704,28.96,-66.1,271.31,0
0.018032,91,0.000382,21185,33.71,-65.8,157.57,0
0.01597,90,0.000383,20775,29.26,-71.3,200.98,0
0.016437,88,0.000367,16946,29.32,-63.5,233.27,0
0.025482,65,0.000499,13480,33.48,-60.6,187.01,0
0.029327,64,0.000416,15263,37.51,-66.1,191.43,0
0.022268,74,0.000515,13691,33.14,-59.1,281.87,0
0.018903,66,0.000306,11924,25.51,-65.7,312.52,0
0.0228,54,0.00039,12097,24.95,-66.7,272.57,0
0.029716,42,0.000512,8429,25.69,-61.5,213.58,0
0.022213,65,0.000308,12101,29.4,-62.2,281.61,0
0.02695,54,0.00045,11319,29.16,-63.1,267.3,0
0.014284,129,0.000351,29907,38.07,-66.3,126.65,0
0.012457,99,0.000283,21248,25.21,-66.3,193.62,0
0.014194,104,0.000209,16062,30.53,-74.4,181.76,0
0.008857,181,0.000124,27992,33.7,-75.1,110.82,0
0.011714,125,0.000203,25919,30.38,-71.9,152.34,0
0.015647,129,0.000326,30674,41.76,-68.7,109.22,0
0.021566,86,0.000359,20731,37.61,-68,164.1,0
0.017643,83,0.000217,19573,30.07,-64.8,378.37,0
0.019505,83,0.000194,18685,33.02,-67.4,315.32,0
0.011783,125,0.000221,27528,31.01,-67.5,199.45,0
0.015899,76,0.000153,16647,24.91,-68.2,316.77,0
0.017576,93,0.000258,21631,33.21,-65.6,360.05,0
0.013802,107,0.000172,23867,31.02,-68.3,286.47,0
0.010419,137,0.000169,34214,29.94,-68.8,168.57,0
0.010316,157,0.000131,35340,33.87,-71.9,207.57,0
0.019964,65,0.00022,15001,26.31,-67.8,221.12,0
0.015898,75,0.000159,15297,24.57,-69.9,226.53,0
0.017907,103,0.000351,23146,38.12,-67.4,203.04,0
0.021665,76,0.000231,18221,34.05,-69.6,223.35,0
0.011551,142,0.000175,33130,34.05,-72.4,172.41,0
0.017482,165,0.00023,34859,59.28,-70.6,245.28,0
0.010659,173,0.000164,41508,38.33,-70.5,143.7,0
0.01704,86,0.000253,20633,30.71,-72.1,200.02,0
0.014785,95,0.000239,21441,28.69,-71.7,268.29,0
0.018245,90,0.000226,19049,33.89,-69.6,255.51,0
0.007927,181,0.000146,47486,30.23,-71.8,154.35,0
0.007945,155,0.000136,35167,26.18,-70.9,189.76,0
0.018285,79,0.000245,17063,29.66,-71.4,212.93,0
0.015751,81,0.000178,18022,26.47,-69.3,261.28,0
0.015761,89,0.000341,21003,28.66,-67.6,161.27,0
0.017376,82,0.000174,16521,29.27,-70.1,226.27,0
0.022152,58,0.000309,13161,26.12,-67.8,239.32,0
0.024846,65,0.000393,15671,32.81,-68.8,165.99,0
0.018354,79,0.000357,14765,29.7,-60.5,264.48,0
0.022607,64,0.00034,14451,29.21,-68.4,216.14,0
0.020999,69,0.000269,15803,29.8,-68.4,185.66,0
0.017024,97,0.000294,23337,33.86,-69.4,184.17,0
0.018969,65,0.000305,14345,25.95,-66.9,261.49,0
0.021977,66,0.000354,14400,29.41,-69.4,240.35,0
0.011358,109,0.000231,24048,25.54,-70.3,145.32,0
0.008615,167,0.00014,31822,30.04,-70.2,231.49,0
0.010003,144,0.000182,29037,29.77,-72,132.68,0
0.016969,74,0.00021,14010,25.39,-68.6,249.69,0
0.015787,93,0.000231,21011,30.32,-70.6,210,0
0.016242,99,0.000301,23803,32.79,-67.2,310.05,0
0.014893,97,0.0002,24279,29.43,-71.3,329.63,0
0.014136,117,0.000228,27853,34.95,-71.8,297.14,0
0.014115,89,0.000188,21119,26.02,-68.9,305.51,0
0.016658,97,0.000216,19660,33.1,-70.1,189.68,0
0.017104,84,0.000237,18660,29.4,-68.5,252.51,0
0.009011,138,0.000134,29669,26.03,-70.4,103.98,0
0.017041,85,0.00024,18262,29.82,-71.7,219,0
0.01951,84,0.00025,17516,34.47,-74,127.31,0
0.018127,102,0.000246,24053,38,-73.2,123.63,0
0.016379,100,0.000248,22180,34.62,-74.7,183.8,0
0.01239,118,0.00018,27003,30.42,-72.7,136.26,0
0.019266,64,0.000181,16751,25.91,-72.8,178.97,0
0.015925,103,0.000317,25591,34.82,-74.9,154.75,0
0.016517,77,0.000275,13964,26.24,-67.1,278.69,0
0.021706,56,0.000323,13401,25.35,-68.7,126.94,0
0.014907,103,0.00028,23383,32.31,-73.1,109.01,0
0.016388,269,0.000296,61394,92.13,-74.9,151.46,0
0.014337,129,0.000236,29887,38.72,-73.4,109.99,0
0.013264,93,0.000265,21571,26.84,-72.9,142.14,0
0.016364,88,0.000248,19114,30.62,-72,167.33,0
0.019175,75,0.000239,14619,30.89,-71,163.33,0
0.015955,90,0.000322,20261,30.15,-75.2,153.28,0
0.016869,85,0.000241,15264,29.85,-70.8,130.77,0
0.018208,80,0.000311,16706,30.16,-73.5,136.32,0
0.016284,89,0.000219,20644,29.67,-71.4,142.24,0
0.020059,82,0.000247,17085,34.07,-71.7,151.29,0
0.017684,70,0.000272,14954,26.18,-72.4,174.48,0
0.018048,80,0.000273,19087,29.55,-74,149.87,0
0.015646,288,0.00026,59381,94.88,-74.5,143.51,0
0.016793,101,0.000197,19760,35.11,-71.4,187.1,0
0.017676,79,0.000291,18593,29.32,-75.1,147.19,0
0.025669,56,0.000316,12237,29.33,-69.9,144.02,0
0.020224,62,0.000267,14160,26.69,-71.6,195.59,0
0.018881,88,0.000373,19832,34.12,-69,115.6,0
0.024101,68,0.000346,16000,33.55,-73,141.62,0
0.02237,83,0.000449,19795,38.08,-73.7,102.65,0
0.023313,102,0.000498,21451,49.82,-73.5,172.98,0
0.014659,91,0.000366,20129,28.09,-69.7,196.5,0
0.016957,97,0.000475,22189,35.45,-76.8,139.31,0
0.021976,66,0.000467,14624,30.56,-71.4,216.91,0
0.013766,119,0.000222,22870,35.1,-71.8,258.3,0
0.021428,82,0.00035,16238,36.96,-72.1,188.79,0
0.018933,95,0.000266,21359,37.95,-75.2,145.09,0
0.016345,86,0.00027,21003,28.74,-70.7,131.5,0
0.016811,97,0.000263,22759,33.93,-74.9,135.26,0
0.012406,103,0.00023,20624,27.14,-74,175.35,0
0.012371,129,0.000239,29503,33.52,-75.4,151.93,0
0.017307,83,0.000206,19696,29.92,-75.8,93.39,0
0.010012,153,0.000167,31572,33.03,-76.3,107.92,0
0.016734,239,0.000306,53246,84.13,-72.2,161.37,0
0.011875,121,0.00014,25908,30.13,-75.4,134.73,0
0.011809,104,0.000212,22700,25.58,-72.2,260.92,0
0.011159,130,0.000209,33028,30.47,-76.6,99.63,0
0.009855,166,0.000114,37147,34.84,-77,227.94,0
0.020719,198,0.000582,46115,85.07,-70.2,145,0
0.020908,69,0.000361,14674,30.24,-69.7,197.68,0
0.023775,61,0.000373,12722,30.2,-70.4,185.91,0
0.024598,51,0.00055,10838,25.39,-75.7,120.58,0
0.022793,54,0.000388,12478,24.93,-74.8,144.18,0
0.015827,95,0.000251,19995,31.64,-69.9,249.98,0
0.01707,82,0.00029,19282,29.17,-71.1,128.76,0
0.018662,77,0.000224,18987,29.63,-72.7,133.74,0
0.019669,94,0.00036,22777,39.21,-73.4,168.11,0
0.016051,102,0.000229,22459,33.7,-74.2,158.48,0
0.012592,117,0.000221,27366,30.47,-72.2,134.48,0
0.02246,63,0.000431,15208,29.68,-69.7,118.47,0
0.024607,59,0.000349,14027,29.38,-69.5,145.06,0
0.014131,88,0.000198,17566,25.84,-73.8,165.25,0
0.021624,57,0.000331,13087,25.16,-72.1,138.52,0
0.016906,73,0.000307,17525,25.32,-71.8,91.96,0
0.022574,64,0.000403,16340,30.08,-73.3,97.4,0
0.012643,114,0.000189,27459,29.91,-76.4,117.7,0
0.01121,128,0.00018,26883,30.64,-71.4,228.11,0
0.010647,115,0.000105,26864,25.74,-78.8,139.39,0
0.011483,125,0.000138,30135,29.79,-77.1,120.1,0
0.015003,96,0.000384,23880,31.4,-78.5,127.67,0
0.015961,103,0.000268,22877,33.81,-72.5,237.35,0
0.011298,128,0.000259,26942,29.97,-68.2,188.28,0
0.017076,72,0.000192,15398,25.92,-71.9,220.67,0
0.019491,74,0.000304,16525,29.83,-71.7,205.57,0
0.021698,76,0.000229,18672,33.84,-73.9,137.79,0
0.022352,56,0.000358,12683,25.17,-68.9,222.85,0
0.019368,74,0.000483,18682,29.1,-69.2,122.62,0
0.0172,72,0.000388,18165,25.33,-73.3,118.91,0
0.023874,52,0.000375,12304,25.03,-67.7,167.38,0
0.014182,87,0.000298,19511,25.27,-68.4,173.74,0
0.015669,92,0.000358,20836,29.39,-70.1,142.11,0
0.010461,140,0.000249,33177,30.6,-70.5,156.79,0
0.027382,52,0.000372,10909,28.71,-67.7,122.91,0
0.010537,155,0.000224,36522,34.18,-72.6,107.43,0
0.010409,158,0.000136,30934,34.28,-74.5,135.49,0
0.02222,56,0.000378,10820,25.28,-69.2,124.94,0
0.021061,59,0.000352,12500,25.45,-72.9,125.54,0
0.010098,162,0.00011,37088,34.62,-74.9,103.93,0
0.016232,101,0.000238,20120,33.44,-74.2,138.67,0
0.015873,78,0.000211,17967,25.44,-73.4,135.94,0
0.026598,47,0.000453,9516,26.1,-72.9,109.87,0
0.012455,131,0.000186,21368,34.27,-63,257.94,0
0.011789,104,0.000179,22192,25.4,-70.9,101.94,0
0.019347,64,0.00041,13344,26.03,-70.8,132.61,0
0.008845,139,0.000134,29368,25.67,-74.3,124.73,0
0.02037,61,0.000367,13031,25.32,-73.6,127.35,0
0.014864,83,0.000249,19214,25.21,-73.6,130.84,0
0.013338,108,0.000176,19402,29.6,-74,153.27,0
0.018731,77,0.000423,17262,30,-71.8,114.8,0
0.015062,113,0.000295,21750,35.23,-69,203.02,0
0.014728,94,0.000314,13665,28.55,-62.2,199.48,0
0.012905,95,0.000172,17912,25.1,-67.6,208.01,0
0.015048,101,0.000324,20863,32.25,-67.1,146.64,0
0.008912,175,0.000159,33855,32.99,-67.1,101.14,0
0.033837,49,0.000477,11331,34.3,-70.7,60.26,0
0.027759,45,0.000504,10623,25.6,-74.8,83.87,0
0.012256,101,0.000291,24409,25.9,-73.8,92.48,0
0.022125,65,0.000333,13690,29.19,-73,147.43,0
0.024029,54,0.000353,11451,26.41,-74.8,102.46,0
0.02353,51,0.0004,11725,24.4,-73.7,131.7,0
0.016581,75,0.00035,17354,26,-73.7,126.44,0
0.022121,56,0.000305,13491,25.19,-72.9,140.3,0
0.015618,99,0.0003,23710,32.21,-70.5,79.2,0
0.023469,57,0.000384,11909,27.68,-74.4,79.64,0
0.020347,71,0.000435,15287,30.39,-74.6,88.57,0
0.017204,84,0.000402,18147,30.21,-69.4,85.71,0
0.016099,90,0.000362,16091,30.31,-75.5,128.11,0
0.02099,90,0.000368,17518,39.35,-69.4,174.16,0
0.021518,79,0.000475,16191,35.19,-76.5,99.59,0
0.014266,108,0.000294,27541,32.27,-71.3,82.68,0
0.019449,74,0.000272,14144,29.68,-74.1,108.79,0
0.014904,97,0.000302,21158,30.06,-70.6,82.94,0
0.012613,115,0.000314,25050,30.76,-74.6,92.8,0
0.01314,139,0.000269,24631,37.71,-76.3,96.8,0
0.013163,126,0.000262,26524,34.67,-75.8,95.49,0
0.012556,130,0.000412,29595,35.22,-72.2,94.06,0
0.018451,69,0.000245,14243,25.9,-73.9,106.75,0
0.010891,129,0.000135,27220,29.43,-77.4,150.46,0
0.00586,281,0.000414,11836,35.13,-46.6,12.93,1
0.00134,1220,0.000002,39869,42.9,-48.2,3.84,1
0.020039,72,0.001186,7277,29.16,-46.7,33.28,1
0.04184,30,0.001891,5878,24.56,-46.5,51.05,1
0.029714,42,0.001551,8022,24.77,-52.2,162.79,1
0.056147,30,0.002253,5814,32.97,-48.8,87.83,1
0.04298,34,0.002059,5171,28.68,-41.3,148.25,1
0.055628,34,0.00218,5694,37.06,-46.6,136.54,1
0.03846,38,0.001745,8358,28.9,-53.1,101.73,1
0.002946,556,0.000136,20111,37.5,-50,11.28,1
0.001487,960,0.000013,31562,37.05,-49.3,2.9,1
0.035568,41,0.001814,10307,29.02,-50,180.07,1
0.0349,42,0.001858,7858,28.95,-49.6,186.72,1
0.046444,28,0.002206,5235,25.33,-46,97.61,1
0.051495,32,0.001551,5289,32.34,-45.3,117.26,1
0.05811,29,0.002104,5784,32.84,-49.1,85.96,1
0.042011,35,0.001348,5213,28.9,-45.2,235.51,1
0.062664,27,0.001856,4954,32.91,-52,212.11,1
0.026766,54,0.001275,8697,28.89,-57.7,299.37,1
0.049536,38,0.001925,6207,37.11,-47.5,168.51,1
0.064702,23,0.001895,4220,29.05,-44.6,73.02,1
0.046367,36,0.002184,5996,32.83,-45.7,117.66,1
0.02591,48,0.001411,7018,24.89,-52.5,206.75,1
0.047893,35,0.001967,6220,32.95,-45.1,122.28,1
0.061855,24,0.001753,4246,28.68,-41.2,83.81,1
0.041948,40,0.001966,6999,33.78,-48.4,159.14,1
0.061641,24,0.002115,4414,28.66,-45,108.29,1
0.05277,28,0.002081,4714,28.8,-46.2,145.15,1
0.0527,28,0.002011,5122,28.76,-46.3,113.78,1
0.031934,52,0.001608,6195,33.01,-40.7,229.98,1
0.04456,33,0.002051,6466,29.05,-50.3,72.14,1
0.053443,28,0.001943,5260,29.2,-49.1,112.28,1
0.039272,42,0.001387,6709,32.94,-47.6,156.09,1
0.060762,21,0.002109,4206,24.5,-52.9,20.03,1
0.049083,30,0.001902,5138,28.91,-48.6,117.1,1
0.061653,24,0.00197,4694,28.58,-49.3,71.87,1
0.04199,35,0.001705,5249,28.93,-45.2,99.78,1
0.074903,20,0.001677,4126,28.64,-50.2,34.26,1
0.035714,41,0.001565,6920,29.07,-52.9,273.48,1
0.044501,33,0.001925,5377,28.88,-46.2,131.32,1
0.029511,56,0.001893,12924,32.83,-54.3,128.97,1
0.055605,23,0.001963,3838,24.69,-44.1,138.46,1
0.048101,35,0.00202,5782,32.94,-44.3,147.86,1
0.047441,31,0.001938,5027,28.83,-44.3,166.79,1
0.031272,40,0.001515,7097,24.88,-43.2,90.18,1
0.040644,31,0.002198,5092,24.7,-45.3,158.99,1
0.050867,29,0.002091,4873,28.89,-44.8,79.96,1
0.063188,30,0.002101,5470,37.05,-49.1,65.22,1
0.055393,23,0.002068,3842,24.93,-46.3,152.14,1
0.040664,36,0.002119,7368,28.8,-49.2,121.13,1
0.03596,35,0.001389,5970,24.79,-46.5,178.53,1
0.062643,27,0.00177,5084,33.04,-45.5,56.77,1
0.050626,25,0.001994,4398,24.58,-46.7,76.6,1
0.045337,37,0.001845,5943,33.05,-44.9,112.15,1
0.073107,26,0.001924,6693,36.91,-51.7,50.12,1
0.052721,28,0.001923,4822,28.96,-45.6,175.59,1
0.052375,32,0.001787,5281,32.95,-42.8,124.98,1
0.040671,36,0.001662,5940,29.02,-49.3,174.67,1
0.061635,24,0.001954,4626,28.69,-52.8,46.31,1
0.037023,45,0.001869,8182,33.11,-52.1,231.04,1
0.045109,37,0.001913,5795,32.79,-46.3,236.06,1
0.067957,22,0.002029,4190,28.76,-45.5,74.25,1
0.040766,31,0.001875,5944,25.01,-50.3,129.87,1
0.031265,53,0.0016,8761,33.97,-50.8,320.3,1
0.039601,42,0.001866,8636,32.84,-48.6,102.71,1
0.053046,28,0.001754,4873,29.28,-44.8,164.93,1
0.046393,36,0.001849,6289,32.74,-44.1,96.94,1
0.058253,29,0.002097,7287,32.98,-47.3,50.42,1
0.064716,23,0.002287,4280,28.84,-47.5,100.6,1
0.043187,34,0.001585,5801,28.95,-48.6,180.01,1
0.031509,46,0.001474,8154,28.81,-48.5,130.34,1
0.047474,27,0.001763,4935,25.03,-47.5,161.43,1
0.049957,25,0.001516,4156,24.26,-43.2,133.65,1
0.049786,30,0.00162,5099,29.33,-44.6,122.1,1
0.053992,27,0.002094,5232,28.5,-48.3,77.56,1
0.048561,26,0.002304,4083,24.62,-43.9,156.69,1
0.049111,30,0.001325,5084,28.76,-46.4,103.63,1
0.037189,45,0.001437,6277,33.17,-43.7,193.42,1
0.050871,33,0.002141,6362,33.21,-47.8,83.99,1
0.026433,55,0.001131,9555,29.09,-53.2,272.98,1
0.047898,35,0.002116,5893,33.06,-44.8,139.7,1
0.070943,21,0.001925,4522,28.73,-51.7,1.56,1
0.067562,22,0.002015,4186,28.73,-47.5,93.52,1
0.049418,38,0.002079,6261,36.91,-43.7,122.26,1
0.064152,20,0.001841,3752,24.74,-43.1,75.99,1
0.025373,49,0.001439,10364,24.82,-42.7,2.61,1
0.067853,28,0.001999,5580,36.98,-44.1,53.77,1
0.031823,46,0.001541,7560,29.09,-40.4,124.33,1
0.037329,39,0.001816,7666,28.94,-39.9,53.7,1
0.000409,13579,0.000001,1205033,59.62,-41,23.22,1
0.000416,19449,0.000001,1742053,83.57,-42.6,33.3,1
0.000419,12009,0.000001,1070577,51.74,-42.8,37.28,1
0.00042,19677,0.000001,1757516,85.37,-42.8,37.66,1
0.000428,11758,0.000001,1051756,52.13,-42.6,41,1
0.00042,11987,0.000001,1070998,51.69,-42.5,38.49,1
0.000441,19786,0.000001,1762118,89.9,-42.3,37.06,1
0.000428,19492,0.000001,1742005,85.43,-42.9,44.32,1
0.000424,18589,0.000001,1658402,80.4,-42.7,40.13,1
0.000533,13183,0.000005,1202625,79.22,-44.4,38.43,1
0.068825,30,0.001934,6170,40.23,-43.1,72.49,1
0.051884,29,0.002068,4805,29.33,-39.8,98.25,1
0.035837,40,0.001677,6418,28.37,-43.2,198.84,1
0.067835,25,0.001836,4658,32.92,-41.5,64.25,1
0.03387,43,0.001732,7739,28.92,-51.9,345.68,1
0.036665,40,0.001789,6140,29.17,-43.9,236.62,1
0.060125,22,0.001781,3948,25.4,-40.6,34.24,1
0.02561,47,0.001311,5986,24.02,-38.5,94.29,1
0.035791,35,0.001646,4919,24.82,-39.8,88.08,1
0.005885,242,0.000302,26013,30.61,-38.4,21.96,1
0.00193,600,0.000003,62621,29.25,-41.5,34.62,1
0.001666,744,0.000002,75632,31.94,-42.9,41.36,1
0.001757,638,0.000003,65708,28.75,-44,33.21,1
0.001736,655,0.000002,66494,29.02,-43.8,36.64,1
0.001702,658,0.000002,67295,28.71,-44.1,34.12,1
0.00166,607,0.000001,61484,26.33,-43.8,35.91,1
0.001755,601,0.000004,61100,26.81,-43.7,32.7,1
0.001711,2247,0.000003,228396,99.83,-43.8,36.61,1
0.001688,591,0.000001,60009,25.56,-43.5,40.71,1
0.001646,762,0.000002,76882,32.21,-44.5,46.54,1
0.001689,653,0.000002,65926,28.33,-44.3,44.53,1
0.001711,659,0.000002,66925,28.92,-44.2,39.27,1
0.001776,638,0.000003,65593,28.84,-44.3,36.19,1
0.001655,680,0.000001,70819,29.33,-45.2,55.16,1
0.001768,731,0.000004,74072,33.53,-45.4,56.65,1
0.001629,675,0.000001,68391,28.78,-45.7,58.12,1
0.001729,579,0.000002,58452,25.93,-45.7,61.93,1
0.001789,592,0.000003,60828,27.24,-44.1,65.51,1
0.001817,706,0.000004,72577,32.7,-42.4,29.11,1
0.001795,562,0.000003,57456,25.45,-42.6,37.92,1
0.001671,736,0.000002,75022,31.87,-42.2,26.23,1
0.001664,670,0.000001,68535,28.83,-42.4,31.94,1
0.001694,663,0.000002,67898,29.19,-42.7,49.29,1
0.001755,820,0.000002,84488,36.9,-44.3,57.26,1
0.001781,630,0.000002,65994,28.81,-44.8,55.61,1
0.001754,819,0.000002,85273,36.67,-45.1,71.02,1
0.001702,751,0.000002,77956,33.04,-45.3,74.9,1
0.001792,558,0.000002,57771,25.47,-44.6,53.36,1
0.001694,643,0.000002,66350,28.04,-44.6,58,1
0.001727,660,0.000002,68412,29.17,-44.9,66.61,1
0.001646,675,0.000002,69158,28.25,-43.5,78.37,1
0.001711,742,0.000002,76569,32.73,-46,109.52,1
0.001814,704,0.000002,73323,32.57,-45,54.94,1
0.001795,712,0.000002,73824,32.33,-45.7,75.07,1
0.001738,736,0.000003,76088,32.85,-45.8,73.73,1
0.001711,585,0.000001,60557,25.35,-45.6,81.73,1
0.001765,630,0.000002,65005,28.69,-45.5,68.08,1
0.001792,704,0.000002,73071,32.09,-45.8,71.55,1
0.001733,640,0.000002,65715,28.3,-45.5,60.38,1
0.001751,655,0.000002,68745,29.39,-42.5,47.36,1
0.001747,639,0.000003,65189,28.41,-42.4,44.19,1
0.00172,636,0.000002,64968,28.32,-43.2,34.07,1
0.001756,728,0.000003,75330,33.33,-42.9,35.84,1
0.001767,727,0.000003,73955,32.71,-42.6,28.92,1
0.001852,540,0.000003,55138,25.31,-42.4,25.22,1
0.001692,649,0.000001,66399,28.31,-42.8,37.66,1
0.00177,625,0.000003,63657,28.67,-42.8,25.76,1
0.001772,741,0.000003,75555,33.57,-42.2,22.3,1
0.001785,608,0.000003,62425,27.72,-43.3,46.92,1
0.001674,598,0.000001,61679,25.63,-43.7,51.94,1
0.001741,715,0.000002,73870,31.92,-43.3,24.78,1
0.00177,632,0.000002,64731,28.51,-42.7,23.39,1
0.01144,139,0.000692,15855,33.15,-41.5,24.12,1
0.050732,33,0.001975,5699,32.91,-41.4,15.87,1
0.059235,25,0.001816,4969,28.73,-49.8,306,1
0.032427,45,0.001255,7344,28.94,-49.5,420.47,1
0.018138,70,0.000547,11277,25.73,-51.3,526.42,1
0.026961,45,0.001059,6933,24.26,-45,371.8,1
0.007021,197,0.000378,21750,29.27,-41.8,76.95,1
0.001871,594,0.000001,61277,27.96,-43.3,51.07,1
0.00196,566,0.000003,58393,28.12,-44.6,55.6,1
0.002,550,0.000003,58552,27.75,-44.3,50.02,1
0.001947,593,0.000003,61010,29.21,-44.4,50.67,1
0.001919,675,0.000002,69698,32.42,-44.3,57.75,1
0.001806,593,0.000003,64794,27.11,-43.8,62.24,1
0.001896,602,0.000003,63732,28.35,-44.6,77.03,1
0.002003,576,0.000005,59287,29.23,-44.1,44.99,1
0.001941,658,0.000004,69524,32.39,-42.7,54.78,1
0.001898,659,0.000002,68899,31.39,-43.3,77.06,1
0.001886,625,0.000003,64418,29.59,-41.9,53.06,1
0.001926,583,0.000003,59557,28.27,-42.5,55.25,1
0.001849,578,0.000001,59307,26.87,-42.7,50.47,1
0.001984,639,0.000003,65741,31.89,-43.5,54.92,1
0.001936,598,0.000003,62209,28.93,-42.2,43,1
0.001921,521,0.000003,53851,25.26,-42.2,47.62,1
0.001935,623,0.000004,63860,30.28,-41.6,26.81,1
0.00203,550,0.000005,56500,27.71,-42.1,27.6,1
0.001908,606,0.000002,62055,29.01,-42.6,34.78,1
0.001939,644,0.000003,66532,31.32,-42.1,42.24,1
0.001974,650,0.000003,66529,32.19,-42.9,26.56,1
0.001935,599,0.000003,62287,29.35,-43.2,33.71,1
0.001833,595,0.000002,59882,27.64,-42.6,41.35,1
0.001852,589,0.000002,61147,27.54,-43.5,37.09,1
0.001855,608,0.000001,62643,28.88,-43.3,38.38,1
0.001932,662,0.000003,67713,31.99,-43,30.57,1
0.001965,509,0.000003,52605,24.43,-42.7,30.72,1
0.001945,990,0.000002,101359,48.19,-41.9,23.17,1
0.001915,576,0.000002,58852,27.54,-41.6,18.12,1
0.001897,578,0.000002,58930,27.56,-41.8,19.8,1
0.002242,607,0.000032,62359,33.33,-41.7,20.69,1
0.03367,37,0.001213,6328,24.73,-49.2,397.21,1
0.047424,31,0.001619,6205,28.9,-59.4,634.1,1
0.036361,40,0.001772,7043,28.94,-51.2,294.94,1
0.03454,48,0.001205,8535,33.04,-56.5,644.33,1
